Date,World,Transaction,Change,NewPremiumPoints,MoreInformation
"Jan 14, 2026 04:15","World 153","Points redeemed",-10,2039,"Instant completion - Smithy (level 15)"
"Jan 14, 2026 04:07","World 153","Points redeemed",-10,2049,"Construction time reduction - en153 - Smithy (level 17)"
"Jan 14, 2026 04:07","World 153","Points redeemed",-10,2059,"Construction time reduction - en153 - Smithy (level 18)"
"Jan 14, 2026 04:07","World 153","Points redeemed",-10,2069,"Construction time reduction - en153 - Smithy (level 17)"
"Jan 14, 2026 04:07","World 153","Points redeemed",-10,2079,"Construction time reduction - en153 - Smithy (level 18)"
"Jan 14, 2026 04:07","World 153","Points redeemed",-10,2089,"Construction time reduction - en153 - Smithy (level 17)"
"Jan 14, 2026 04:07","World 153","Points redeemed",-10,2099,"Construction time reduction - en153 - Smithy (level 18)"
"Jan 14, 2026 04:07","World 153","Points redeemed",-10,2109,"Construction time reduction - en153 - Smithy (level 17)"
"Jan 14, 2026 04:07","World 153","Points redeemed",-10,2119,"Construction time reduction - en153 - Smithy (level 18)"
"Jan 14, 2026 04:07","World 153","Points redeemed",-10,2129,"Construction time reduction - en153 - Smithy (level 17)"
"Jan 14, 2026 04:07","World 153","Points redeemed",-10,2139,"Construction time reduction - en153 - Smithy (level 18)"
"Jan 14, 2026 04:07","World 153","Points redeemed",-10,2149,"Trade resources with the village merchant"
"Jan 14, 2026 03:54","World 153","Points redeemed",-10,2159,"Instant completion - Smithy (level 13)"
"Jan 14, 2026 03:53","World 153","Points redeemed",-10,2169,"Construction time reduction - en153 - Smithy (level 16)"
"Jan 14, 2026 03:52","World 153","Points redeemed",-10,2179,"Construction time reduction - en153 - Smithy (level 16)"
"Jan 14, 2026 03:52","World 153","Points redeemed",-10,2189,"Construction time reduction - en153 - Smithy (level 16)"
"Jan 14, 2026 03:52","World 153","Points redeemed",-10,2199,"Construction time reduction - en153 - Smithy (level 16)"
"Jan 14, 2026 03:52","World 153","Points redeemed",-10,2209,"Instant completion - Smithy (level 12)"
"Jan 14, 2026 03:52","World 153","Points redeemed",-10,2219,"Instant completion - Smithy (level 11)"
"Jan 14, 2026 03:51","World 153","Premium Exchange",-64,2229,"Premium Exchange: Wood purchased (5058)"
"Jan 14, 2026 03:50","World 153","Premium Exchange",-130,2293,"Premium Exchange: Clay purchased (10024)"
"Jan 14, 2026 03:50","World 153","Premium Exchange",-265,2423,"Premium Exchange: Iron purchased (20036)"
"Jan 14, 2026 03:45","World 153","Points redeemed",-10,2688,"Construction time reduction - en153 - Smithy (level 15)"
"Jan 14, 2026 03:45","World 153","Points redeemed",-10,2698,"Construction time reduction - en153 - Smithy (level 15)"
"Jan 14, 2026 03:45","World 153","Points redeemed",-10,2708,"Construction time reduction - en153 - Smithy (level 15)"
"Jan 14, 2026 03:45","World 153","Points redeemed",-10,2718,"Construction time reduction - en153 - Smithy (level 15)"
"Jan 14, 2026 03:45","World 153","Points redeemed",-10,2728,"Instant completion - Smithy (level 10)"
"Jan 14, 2026 03:43","World 153","Points redeemed",-10,2738,"Construction time reduction - en153 - Smithy (level 14)"
"Jan 14, 2026 03:43","World 153","Points redeemed",-10,2748,"Construction time reduction - en153 - Smithy (level 14)"
"Jan 14, 2026 03:43","World 153","Points redeemed",-10,2758,"Construction time reduction - en153 - Smithy (level 14)"
"Jan 14, 2026 03:43","World 153","Points redeemed",-10,2768,"Construction time reduction - en153 - Smithy (level 14)"
"Jan 14, 2026 03:42","World 153","Points redeemed",-10,2778,"Construction time reduction - en153 - Smithy (level 13)"
"Jan 14, 2026 03:42","World 153","Points redeemed",-10,2788,"Construction time reduction - en153 - Smithy (level 13)"
"Jan 14, 2026 03:42","World 153","Points redeemed",-10,2798,"Construction time reduction - en153 - Smithy (level 13)"
"Jan 14, 2026 03:42","World 153","Points redeemed",-10,2808,"Construction time reduction - en153 - Smithy (level 13)"
"Jan 14, 2026 03:42","World 153","Points redeemed",-10,2818,"Construction time reduction - en153 - Smithy (level 12)"
"Jan 14, 2026 03:42","World 153","Points redeemed",-10,2828,"Construction time reduction - en153 - Smithy (level 12)"
"Jan 14, 2026 03:42","World 153","Points redeemed",-10,2838,"Construction time reduction - en153 - Smithy (level 12)"
"Jan 14, 2026 03:42","World 153","Points redeemed",-10,2848,"Construction time reduction - en153 - Smithy (level 12)"
"Jan 14, 2026 03:42","World 153","Points redeemed",-10,2858,"Instant completion - Smithy (level 9)"
"Jan 14, 2026 03:42","World 153","Points redeemed",-10,2868,"Instant completion - Smithy (level 8)"
"Jan 14, 2026 03:32","World 153","Points redeemed",-10,2878,"Construction time reduction - en153 - Smithy (level 11)"
"Jan 14, 2026 03:32","World 153","Points redeemed",-10,2888,"Construction time reduction - en153 - Smithy (level 11)"
"Jan 14, 2026 03:32","World 153","Points redeemed",-10,2898,"Construction time reduction - en153 - Smithy (level 11)"
"Jan 14, 2026 03:10","World 153","Points redeemed",-10,2908,"Construction time reduction - en153 - Smithy (level 9)"
"Jan 14, 2026 03:10","World 153","Points redeemed",-10,2918,"Construction time reduction - en153 - Smithy (level 10)"
"Jan 14, 2026 03:10","World 153","Points redeemed",-10,2928,"Construction time reduction - en153 - Smithy (level 10)"
"Jan 14, 2026 03:10","World 153","Points redeemed",-10,2938,"Construction time reduction - en153 - Smithy (level 10)"
"Jan 14, 2026 03:10","World 153","Points redeemed",-10,2948,"Instant completion - Market (level 10)"
"Jan 14, 2026 03:10","World 153","Points redeemed",-10,2958,"Construction time reduction - en153 - Market (level 10)"
"Jan 14, 2026 03:06","World 153","Points redeemed",-10,2968,"Construction time reduction - en153 - Smithy (level 7)"
"Jan 14, 2026 03:06","World 153","Points redeemed",-10,2978,"Construction time reduction - en153 - Smithy (level 8)"
"Jan 14, 2026 03:06","World 153","Points redeemed",-10,2988,"Construction time reduction - en153 - Smithy (level 9)"
"Jan 14, 2026 03:06","World 153","Points redeemed",-10,2998,"Construction time reduction - en153 - Smithy (level 9)"
"Jan 14, 2026 03:06","World 153","Points redeemed",-10,3008,"Construction time reduction - en153 - Smithy (level 8)"
"Jan 14, 2026 03:06","World 153","Points redeemed",-10,3018,"Construction time reduction - en153 - Smithy (level 7)"
"Jan 14, 2026 03:06","World 153","Points redeemed",-10,3028,"Instant completion - Market (level 9)"
"Jan 14, 2026 02:35","World 153","Points redeemed",-10,3038,"Construction time reduction - en153 - Iron mine (level 30)"
"Jan 14, 2026 02:35","World 153","Points redeemed",-10,3048,"Construction time reduction - en153 - Iron mine (level 30)"
"Jan 14, 2026 02:33","World 153","Points redeemed",-10,3058,"Construction time reduction - en153 - Smithy (level 6)"
"Jan 14, 2026 02:33","World 153","Points redeemed",-10,3068,"Construction time reduction - en153 - Market (level 10)"
"Jan 14, 2026 02:33","World 153","Points redeemed",-10,3078,"Construction time reduction - en153 - Market (level 9)"
"Jan 14, 2026 02:33","World 153","Points redeemed",-10,3088,"Construction time reduction - en153 - Market (level 8)"
"Jan 14, 2026 01:53","World 153","Points redeemed",-10,3098,"Instant completion - Iron mine (level 28)"
"Jan 14, 2026 01:00","World 153","Points redeemed",-10,3108,"Construction time reduction - en153 - Iron mine (level 30)"
"Jan 14, 2026 01:00","World 153","Points redeemed",-10,3118,"Construction time reduction - en153 - Iron mine (level 30)"
"Jan 14, 2026 01:00","World 153","Points redeemed",-10,3128,"Construction time reduction - en153 - Iron mine (level 30)"
"Jan 14, 2026 01:00","World 153","Points redeemed",-10,3138,"Construction time reduction - en153 - Iron mine (level 30)"
"Jan 14, 2026 01:00","World 153","Points redeemed",-30,3148,"Reduce the construction cost -  - Iron mine (level 30)"
"Jan 14, 2026 00:43","World 153","Premium Exchange",-274,3178,"Premium Exchange: Clay purchased (20066)"
"Jan 14, 2026 00:43","World 153","Points redeemed",-10,3452,"Construction time reduction - en153 - Iron mine (level 27)"
"Jan 14, 2026 00:43","World 153","Points redeemed",-10,3462,"Construction time reduction - en153 - Iron mine (level 28)"
"Jan 14, 2026 00:43","World 153","Points redeemed",-10,3472,"Construction time reduction - en153 - Iron mine (level 29)"
"Jan 14, 2026 00:43","World 153","Points redeemed",-10,3482,"Construction time reduction - en153 - Iron mine (level 29)"
"Jan 14, 2026 00:43","World 153","Points redeemed",-10,3492,"Construction time reduction - en153 - Iron mine (level 29)"
"Jan 14, 2026 00:43","World 153","Points redeemed",-10,3502,"Construction time reduction - en153 - Iron mine (level 29)"
"Jan 14, 2026 00:43","World 153","Points redeemed",-30,3512,"Reduce the construction cost -  - Iron mine (level 29)"
"Jan 13, 2026 23:14","World 153","Premium Exchange",-252,3542,"Premium Exchange: Wood purchased (18035)"
"Jan 13, 2026 23:14","World 153","Premium Exchange",-265,3794,"Premium Exchange: Iron purchased (18026)"
"Jan 13, 2026 23:14","World 153","Premium Exchange",-269,4059,"Premium Exchange: Clay purchased (18060)"
"Jan 13, 2026 23:06","World 153","Points redeemed",-10,4328,"Construction time reduction - en153 - Iron mine (level 27)"
"Jan 13, 2026 23:06","World 153","Points redeemed",-10,4338,"Construction time reduction - en153 - Iron mine (level 28)"
"Jan 13, 2026 23:05","World 153","Premium Exchange",-114,4348,"Premium Exchange: Wood purchased (8042)"
"Jan 13, 2026 23:04","World 153","Premium Exchange",-211,4462,"Premium Exchange: Clay purchased (14053)"
"Jan 13, 2026 23:04","World 153","Premium Exchange",-255,4673,"Premium Exchange: Iron purchased (18026)"
"Jan 13, 2026 23:04","World 153","Points redeemed",-10,4928,"Construction time reduction - en153 - Iron mine (level 28)"
"Jan 13, 2026 23:04","World 153","Points redeemed",-10,4938,"Construction time reduction - en153 - Iron mine (level 28)"
"Jan 13, 2026 23:04","World 153","Points redeemed",-30,4948,"Reduce the construction cost -  - Iron mine (level 28)"
"Jan 13, 2026 23:02","World 153","Premium Exchange",-110,4978,"Premium Exchange: Iron purchased (8066)"
"Jan 13, 2026 23:02","World 153","Premium Exchange",-291,5088,"Premium Exchange: Wood purchased (21067)"
"Jan 13, 2026 23:01","World 153","Premium Exchange",-211,5379,"Premium Exchange: Clay purchased (14032)"
"Jan 13, 2026 22:57","World 153","Points redeemed",-10,5590,"Construction time reduction - en153 - Timber camp (level 30)"
"Jan 13, 2026 22:57","World 153","Points redeemed",-10,5600,"Construction time reduction - en153 - Iron mine (level 27)"
"Jan 13, 2026 22:57","World 153","Points redeemed",-10,5610,"Construction time reduction - en153 - Iron mine (level 27)"
"Jan 13, 2026 22:57","World 153","Points redeemed",-30,5620,"Reduce the construction cost -  - Iron mine (level 27)"
"Jan 13, 2026 22:37","World 153","Points redeemed",-10,5650,"Construction time reduction - en153 - Timber camp (level 30)"
"Jan 13, 2026 22:37","World 153","Points redeemed",-10,5660,"Construction time reduction - en153 - Timber camp (level 30)"
"Jan 13, 2026 22:36","World 153","Points redeemed",-30,5670,"Reduce the construction cost -  - Timber camp (level 30)"
"Jan 13, 2026 22:36","World 153","Points redeemed",-10,5700,"Trade resources with the village merchant"
"Jan 13, 2026 22:30","World 153","Points redeemed",-10,5710,"Instant completion - Warehouse (level 24)"
"Jan 13, 2026 22:30","World 153","Points redeemed",-10,5720,"Construction time reduction - en153 - Warehouse (level 24)"
"Jan 13, 2026 22:30","World 153","Points redeemed",-10,5730,"Instant completion - Farm (level 22)"
"Jan 13, 2026 22:30","World 153","Points redeemed",-10,5740,"Construction time reduction - en153 - Warehouse (level 24)"
"Jan 13, 2026 22:30","World 153","Points redeemed",-10,5750,"Construction time reduction - en153 - Warehouse (level 24)"
"Jan 13, 2026 22:29","World 153","Points redeemed",-10,5760,"Construction time reduction - en153 - Warehouse (level 24)"
"Jan 13, 2026 22:29","World 153","Points redeemed",-10,5770,"Construction time reduction - en153 - Warehouse (level 24)"
"Jan 13, 2026 22:29","World 153","Points redeemed",-30,5780,"Reduce the construction cost -  - Warehouse (level 24)"
"Jan 13, 2026 22:28","World 153","Premium Exchange",-179,5810,"Premium Exchange: Clay purchased (12013)"
"Jan 13, 2026 22:28","World 153","Premium Exchange",-238,5989,"Premium Exchange: Wood purchased (18038)"
"Jan 13, 2026 22:27","World 153","Premium Exchange",-255,6227,"Premium Exchange: Clay purchased (18008)"
"Jan 13, 2026 22:12","World 153","Points redeemed",-10,6482,"Instant completion - Iron mine (level 26)"
"Jan 13, 2026 22:12","World 153","Points redeemed",-10,6492,"Construction time reduction - en153 - Iron mine (level 26)"
"Jan 13, 2026 22:12","World 153","Points redeemed",-10,6502,"Construction time reduction - en153 - Farm (level 22)"
"Jan 13, 2026 22:12","World 153","Points redeemed",-10,6512,"Construction time reduction - en153 - Farm (level 22)"
"Jan 13, 2026 22:12","World 153","Points redeemed",-10,6522,"Construction time reduction - en153 - Farm (level 22)"
"Jan 13, 2026 22:12","World 153","Points redeemed",-30,6532,"Reduce the construction cost -  - Farm (level 22)"
"Jan 13, 2026 22:05","World 153","Premium Exchange",-101,6562,"Premium Exchange: Clay purchased (6625)"
"Jan 13, 2026 22:02","World 153","Premium Exchange",-19,6663,"Premium Exchange: Clay purchased (1233)"
"Jan 13, 2026 22:02","World 153","Premium Exchange",-101,6682,"Premium Exchange: Wood purchased (6644)"
"Jan 13, 2026 22:02","World 153","Premium Exchange",-101,6783,"Premium Exchange: Clay purchased (6626)"
"Jan 13, 2026 22:02","World 153","Points redeemed",-10,6884,"Construction time reduction - en153 - Timber camp (level 29)"
"Jan 13, 2026 22:02","World 153","Points redeemed",-10,6894,"Construction time reduction - en153 - Timber camp (level 29)"
"Jan 13, 2026 22:02","World 153","Points redeemed",-10,6904,"Construction time reduction - en153 - Timber camp (level 29)"
"Jan 13, 2026 22:01","World 153","Points redeemed",-30,6914,"Reduce the construction cost -  - Timber camp (level 29)"
"Jan 13, 2026 21:53","World 153","Premium Exchange",-122,6944,"Premium Exchange: Wood purchased (8060)"
"Jan 13, 2026 21:47","World 153","Points redeemed",-10,7066,"Construction time reduction - en153 - Iron mine (level 26)"
"Jan 13, 2026 21:47","World 153","Points redeemed",-10,7076,"Construction time reduction - en153 - Clay pit (level 30)"
"Jan 13, 2026 21:47","World 153","Points redeemed",-10,7086,"Construction time reduction - en153 - Iron mine (level 26)"
"Jan 13, 2026 21:47","World 153","Points redeemed",-10,7096,"Construction time reduction - en153 - Clay pit (level 30)"
"Jan 13, 2026 21:45","World 153","Points redeemed",-10,7106,"Construction time reduction - en153 - Iron mine (level 26)"
"Jan 13, 2026 21:45","World 153","Points redeemed",-10,7116,"Construction time reduction - en153 - Iron mine (level 26)"
"Jan 13, 2026 21:45","World 153","Points redeemed",-30,7126,"Reduce the construction cost -  - Iron mine (level 26)"
"Jan 13, 2026 21:44","World 153","Premium Exchange",-211,7156,"Premium Exchange: Iron purchased (14059)"
"Jan 13, 2026 21:44","World 153","Premium Exchange",-209,7367,"Premium Exchange: Clay purchased (14007)"
"Jan 13, 2026 21:44","World 153","Premium Exchange",-210,7576,"Premium Exchange: Wood purchased (14046)"
"Jan 13, 2026 21:40","World 153","Premium Exchange",-92,7786,"Premium Exchange: Iron purchased (6031)"
"Jan 13, 2026 21:40","World 153","Premium Exchange",-235,7878,"Premium Exchange: Iron purchased (16015)"
"Jan 13, 2026 21:40","World 153","Premium Exchange",-122,8113,"Premium Exchange: Wood purchased (8038)"
"Jan 13, 2026 21:39","World 153","Premium Exchange",-240,8235,"Premium Exchange: Clay purchased (16039)"
"Jan 13, 2026 21:39","World 153","Points redeemed",-10,8475,"Construction time reduction - en153 - Clay pit (level 30)"
"Jan 13, 2026 21:39","World 153","Points redeemed",-10,8485,"Construction time reduction - en153 - Clay pit (level 30)"
"Jan 13, 2026 21:39","World 153","Points redeemed",-10,8495,"Construction time reduction - en153 - Clay pit (level 30)"
"Jan 13, 2026 21:39","World 153","Points redeemed",-30,8505,"Reduce the construction cost -  - Clay pit (level 30)"
"Jan 13, 2026 21:29","World 153","Premium Exchange",-59,8535,"Premium Exchange: Iron purchased (3846)"
"Jan 13, 2026 21:29","World 153","Premium Exchange",-92,8594,"Premium Exchange: Wood purchased (6055)"
"Jan 13, 2026 21:29","World 153","Premium Exchange",-62,8686,"Premium Exchange: Clay purchased (4042)"
"Jan 13, 2026 21:25","World 153","Premium Exchange",-56,8748,"Premium Exchange: Iron purchased (3654)"
"Jan 13, 2026 21:25","World 153","Premium Exchange",-167,8804,"Premium Exchange: Clay purchased (11020)"
"Jan 13, 2026 21:25","World 153","Premium Exchange",-100,8971,"Premium Exchange: Wood purchased (6612)"
"Jan 13, 2026 21:25","World 153","Premium Exchange",-62,9071,"Premium Exchange: Iron purchased (4042)"
"Jan 13, 2026 21:19","World 153","Points redeemed",-10,9133,"Instant completion - Iron mine (level 25)"
"Jan 13, 2026 21:19","World 153","Points redeemed",-10,9143,"Construction time reduction - en153 - Farm (level 21)"
"Jan 13, 2026 21:19","World 153","Points redeemed",-10,9153,"Instant completion - Iron mine (level 24)"
"Jan 13, 2026 21:18","World 153","Points redeemed",-10,9163,"Construction time reduction - en153 - Iron mine (level 25)"
"Jan 13, 2026 21:18","World 153","Points redeemed",-10,9173,"Construction time reduction - en153 - Iron mine (level 25)"
"Jan 13, 2026 21:18","World 153","Points redeemed",-10,9183,"Construction time reduction - en153 - Iron mine (level 24)"
"Jan 13, 2026 21:18","World 153","Points redeemed",-10,9193,"Construction time reduction - en153 - Iron mine (level 25)"
"Jan 13, 2026 21:18","World 153","Points redeemed",-10,9203,"Construction time reduction - en153 - Farm (level 21)"
"Jan 13, 2026 21:18","World 153","Points redeemed",-10,9213,"Construction time reduction - en153 - Farm (level 21)"
"Jan 13, 2026 21:18","World 153","Points redeemed",-10,9223,"Construction time reduction - en153 - Iron mine (level 25)"
"Jan 13, 2026 21:18","World 153","Points redeemed",-10,9233,"Construction time reduction - en153 - Iron mine (level 25)"
"Jan 13, 2026 21:18","World 153","Points redeemed",-30,9243,"Reduce the construction cost -  - Farm (level 21)"
"Jan 13, 2026 21:17","World 153","Premium Exchange",-79,9273,"Premium Exchange: Iron purchased (5160)"
"Jan 13, 2026 21:17","World 153","Premium Exchange",-77,9352,"Premium Exchange: Clay purchased (5025)"
"Jan 13, 2026 21:17","World 153","Premium Exchange",-62,9429,"Premium Exchange: Wood purchased (4044)"
"Jan 13, 2026 21:17","World 153","Premium Exchange",-101,9491,"Premium Exchange: Iron purchased (6620)"
"Jan 13, 2026 21:16","World 153","Premium Exchange",-92,9592,"Premium Exchange: Wood purchased (6023)"
"Jan 13, 2026 21:16","World 153","Premium Exchange",-182,9684,"Premium Exchange: Clay purchased (12018)"
"Jan 13, 2026 21:15","World 153","Premium Exchange",-47,9866,"Premium Exchange: Iron purchased (3029)"
"Jan 13, 2026 21:15","World 153","Premium Exchange",-47,9913,"Premium Exchange: Clay purchased (3016)"
"Jan 13, 2026 21:15","World 153","Premium Exchange",-47,9960,"Premium Exchange: Wood purchased (3058)"
"Jan 13, 2026 21:14","World 153","Premium Exchange",-47,10007,"Premium Exchange: Clay purchased (3058)"
"Jan 13, 2026 21:14","World 153","Premium Exchange",-62,10054,"Premium Exchange: Wood purchased (4042)"
"Jan 13, 2026 21:14","World 153","Premium Exchange",-19,10116,"Premium Exchange: Iron purchased (1203)"
"Jan 13, 2026 21:11","World 153","Premium Exchange",-10,10135,"Premium Exchange: Clay purchased (648)"
"Jan 13, 2026 21:11","World 153","Premium Exchange",-28,10145,"Premium Exchange: Iron purchased (1820)"
"Jan 13, 2026 21:10","World 153","Premium Exchange",-19,10173,"Premium Exchange: Wood purchased (1234)"
"Jan 13, 2026 21:10","World 153","Points redeemed",-30,10192,"Reduce the construction cost -  - Iron mine (level 25)"
"Jan 13, 2026 21:03","World 153","Premium Exchange",-31,10222,"Premium Exchange: Clay purchased (2014)"
"Jan 13, 2026 21:03","World 153","Premium Exchange",-104,10253,"Premium Exchange: Wood purchased (6836)"
"Jan 13, 2026 21:03","World 153","Premium Exchange",-92,10357,"Premium Exchange: Iron purchased (6031)"
"Jan 13, 2026 21:01","World 153","Premium Exchange",-92,10449,"Premium Exchange: Clay purchased (6038)"
"Jan 13, 2026 20:56","World 153","Premium Exchange",-179,10541,"Premium Exchange: Wood purchased (12051)"
"Jan 13, 2026 20:56","World 153","Premium Exchange",-178,10720,"Premium Exchange: Clay purchased (12008)"
"Jan 13, 2026 20:56","World 153","Premium Exchange",-268,10898,"Premium Exchange: Iron purchased (18037)"
"Jan 13, 2026 20:54","World 153","Premium Exchange",-419,11166,"Premium Exchange: Wood purchased (30054)"
"Jan 13, 2026 20:54","World 153","Premium Exchange",-416,11585,"Premium Exchange: Clay purchased (30054)"
"Jan 13, 2026 20:54","World 153","Premium Exchange",-332,12001,"Premium Exchange: Iron purchased (24009)"
"Jan 13, 2026 20:40","World 153","Points redeemed",-10,12333,"Construction time reduction - en153 - Clay pit (level 29)"
"Jan 13, 2026 20:40","World 153","Points redeemed",-10,12343,"Construction time reduction - en153 - Warehouse (level 23)"
"Jan 13, 2026 20:40","World 153","Points redeemed",-10,12353,"Construction time reduction - en153 - Warehouse (level 23)"
"Jan 13, 2026 20:40","World 153","Points redeemed",-10,12363,"Construction time reduction - en153 - Iron mine (level 24)"
"Jan 13, 2026 20:40","World 153","Points redeemed",-10,12373,"Construction time reduction - en153 - Warehouse (level 23)"
"Jan 13, 2026 20:40","World 153","Points redeemed",-10,12383,"Construction time reduction - en153 - Warehouse (level 23)"
"Jan 13, 2026 20:40","World 153","Points redeemed",-10,12393,"Construction time reduction - en153 - Iron mine (level 24)"
"Jan 13, 2026 20:40","World 153","Points redeemed",-10,12403,"Construction time reduction - en153 - Iron mine (level 24)"
"Jan 13, 2026 20:39","World 153","Points redeemed",-30,12413,"Reduce the construction cost -  - Warehouse (level 23)"
"Jan 13, 2026 20:39","World 153","Points redeemed",-30,12443,"Reduce the construction cost -  - Iron mine (level 24)"
"Jan 13, 2026 20:38","World 153","Premium Exchange",-151,12473,"Premium Exchange: Iron purchased (10031)"
"Jan 13, 2026 20:38","World 153","Premium Exchange",-131,12624,"Premium Exchange: Clay purchased (8613)"
"Jan 13, 2026 20:38","World 153","Premium Exchange",-137,12755,"Premium Exchange: Wood purchased (9042)"
"Jan 13, 2026 20:38","World 153","Premium Exchange",-122,12892,"Premium Exchange: Iron purchased (8015)"
"Jan 13, 2026 20:37","World 153","Premium Exchange",-69,13014,"Premium Exchange: Clay purchased (4503)"
"Jan 13, 2026 20:37","World 153","Premium Exchange",-92,13083,"Premium Exchange: Wood purchased (6030)"
"Jan 13, 2026 20:36","World 153","Premium Exchange",-37,13175,"Premium Exchange: Iron purchased (2406)"
"Jan 13, 2026 20:35","World 153","Premium Exchange",-28,13212,"Premium Exchange: Wood purchased (1820)"
"Jan 13, 2026 20:34","World 153","Premium Exchange",-189,13240,"Premium Exchange: Iron purchased (12537)"
"Jan 13, 2026 20:34","World 153","Premium Exchange",-205,13429,"Premium Exchange: Clay purchased (13602)"
"Jan 13, 2026 20:34","World 153","Premium Exchange",-181,13634,"Premium Exchange: Wood purchased (12019)"
"Jan 13, 2026 20:32","World 153","Points redeemed",-10,13815,"Construction time reduction - en153 - Clay pit (level 29)"
"Jan 13, 2026 20:32","World 153","Points redeemed",-10,13825,"Construction time reduction - en153 - Clay pit (level 29)"
"Jan 13, 2026 20:30","World 153","Premium Exchange",-56,13835,"Premium Exchange: Wood purchased (3652)"
"Jan 13, 2026 20:30","World 153","Premium Exchange",-119,13891,"Premium Exchange: Iron purchased (7817)"
"Jan 13, 2026 20:30","World 153","Premium Exchange",-62,14010,"Premium Exchange: Clay purchased (4045)"
"Jan 13, 2026 20:29","World 153","Points redeemed",-10,14072,"Instant completion - Headquarters (level 20)"
"Jan 13, 2026 20:29","World 153","Points redeemed",-10,14082,"Construction time reduction - en153 - Headquarters (level 20)"
"Jan 13, 2026 20:29","World 153","Premium Exchange",-28,14092,"Premium Exchange: Wood purchased (1818)"
"Jan 13, 2026 20:28","World 153","Premium Exchange",-13,14120,"Premium Exchange: Iron purchased (843)"
"Jan 13, 2026 20:28","World 153","Premium Exchange",-77,14133,"Premium Exchange: Clay purchased (5033)"
"Jan 13, 2026 20:28","World 153","Premium Exchange",-131,14210,"Premium Exchange: Iron purchased (8643)"
"Jan 13, 2026 20:28","World 153","Premium Exchange",-151,14341,"Premium Exchange: Wood purchased (10012)"
"Jan 13, 2026 20:25","World 153","Premium Exchange",-107,14492,"Premium Exchange: Iron purchased (7024)"
"Jan 13, 2026 20:25","World 153","Premium Exchange",-211,14599,"Premium Exchange: Clay purchased (14046)"
"Jan 13, 2026 20:24","World 153","Premium Exchange",-151,14810,"Premium Exchange: Wood purchased (10005)"
"Jan 13, 2026 20:20","World 153","Premium Exchange",-28,14961,"Premium Exchange: Iron purchased (1821)"
"Jan 13, 2026 20:20","World 153","Premium Exchange",-122,14989,"Premium Exchange: Iron purchased (8075)"
"Jan 13, 2026 20:20","World 153","Premium Exchange",-240,15111,"Premium Exchange: Clay purchased (16003)"
"Jan 13, 2026 20:20","World 153","Premium Exchange",-181,15351,"Premium Exchange: Wood purchased (12009)"
"Jan 13, 2026 20:20","World 153","Points redeemed",-10,15532,"Instant completion - Warehouse (level 22)"
"Jan 13, 2026 20:20","World 153","Points redeemed",-10,15542,"Construction time reduction - en153 - Warehouse (level 22)"
"Jan 13, 2026 20:20","World 153","Points redeemed",-10,15552,"Construction time reduction - en153 - Warehouse (level 22)"
"Jan 13, 2026 20:20","World 153","Points redeemed",-10,15562,"Construction time reduction - en153 - Warehouse (level 22)"
"Jan 13, 2026 20:20","World 153","Points redeemed",-10,15572,"Construction time reduction - en153 - Warehouse (level 22)"
"Jan 13, 2026 20:20","World 153","Points redeemed",-10,15582,"Construction time reduction - en153 - Warehouse (level 22)"
"Jan 13, 2026 20:20","World 153","Points redeemed",-10,15592,"Instant completion - Headquarters (level 19)"
"Jan 13, 2026 20:20","World 153","Points redeemed",-30,15602,"Reduce the construction cost -  - Warehouse (level 22)"
"Jan 13, 2026 20:17","World 153","Transfer",8000,15632,"from: Casto"
"Jan 13, 2026 20:02","World 153","Premium Exchange",-304,7632,"Premium Exchange: Wood purchased (24009)"
"Jan 13, 2026 20:02","World 153","Premium Exchange",-273,7936,"Premium Exchange: Clay purchased (20051)"
"Jan 13, 2026 20:02","World 153","Premium Exchange",-184,8209,"Premium Exchange: Iron purchased (14017)"
"Jan 13, 2026 20:01","World 153","Points redeemed",-10,8393,"Construction time reduction - en153 - Clay pit (level 29)"
"Jan 13, 2026 20:01","World 153","Points redeemed",-10,8403,"Construction time reduction - en153 - Clay pit (level 29)"
"Jan 13, 2026 20:01","World 153","Points redeemed",-30,8413,"Reduce the construction cost -  - Clay pit (level 29)"
"Jan 13, 2026 19:35","World 153","Points redeemed",-10,8443,"Construction time reduction - en153 - Headquarters (level 20)"
"Jan 13, 2026 19:35","World 153","Points redeemed",-10,8453,"Construction time reduction - en153 - Headquarters (level 19)"
"Jan 13, 2026 19:35","World 153","Points redeemed",-10,8463,"Construction time reduction - en153 - Headquarters (level 18)"
"Jan 13, 2026 19:35","World 153","Points redeemed",-10,8473,"Instant completion - Headquarters (level 17)"
"Jan 13, 2026 19:35","World 153","Points redeemed",-10,8483,"Instant completion - Headquarters (level 16)"
"Jan 13, 2026 19:35","World 153","Points redeemed",-10,8493,"Construction time reduction - en153 - Headquarters (level 17)"
"Jan 13, 2026 19:35","World 153","Points redeemed",-10,8503,"Construction time reduction - en153 - Headquarters (level 16)"
"Jan 13, 2026 19:35","World 153","Points redeemed",-10,8513,"Construction time reduction - en153 - Headquarters (level 17)"
"Jan 13, 2026 19:35","World 153","Points redeemed",-10,8523,"Construction time reduction - en153 - Headquarters (level 16)"
"Jan 13, 2026 19:35","World 153","Points redeemed",-10,8533,"Construction time reduction - en153 - Headquarters (level 20)"
"Jan 13, 2026 19:35","World 153","Points redeemed",-10,8543,"Construction time reduction - en153 - Headquarters (level 19)"
